frame_no,A1_x,A1_y,A1_confidence,A1_method,A2_x,A2_y,A2_confidence,A2_method,position_3d,position_3d_meters,A1_reprojected_point,A1_error_cm,A2_reprojected_point,A2_error_cm,anomaly_detected
1642,1498,506,0.8596177101135254,YOLO,494,504,0.8477887511253357,YOLO,"[3839.0493696825156, 7.145165268449609, 7078.331502981449]","[3.8390493696825154, 0.007145165268449609, 7.07833150298145]","[2977.95204683037, 1005.5940208831289]",5.249704441022339,"[976.6928668662104, 1031.828392733658]",9.187569859838423,True
1643,1447,511,0.4,LK,534,509,0.4397749602794647,YOLO,"[3250.1861517667107, 60.436939939028875, 6696.731622131306]","[3.2501861517667106, 0.06043693993902888, 6.696731622131306]","[2879.418319997014, 1018.3377109145465]",3.3071149771420028,"[1061.1396066583552, 1032.0817545817129]",4.713028936653421,False
1646,1311,530,0.8265331387519836,YOLO,653,523,0.5752363801002502,YOLO,"[2224.4572156438926, 216.07590840509224, 6705.406542634162]","[2.2244572156438926, 0.21607590840509225, 6.7054065426341625]","[2614.0256730436276, 1055.2222834932593]",2.6971118197471524,"[1303.7557136168043, 1055.1955810516845]",3.229834220554478,False
1647,1311,533,0.4,LK,687,529,0.7045960426330566,YOLO,"[2362.551629368643, 245.1657957164334, 7126.661520060718]","[2.362551629368643, 0.2451657957164334, 7.126661520060718]","[2613.6248923145313, 1058.6836245702825]",3.9736989398171025,"[1371.5280843743624, 1071.019916847408]",5.31457900752225,False
1651,1156,555,0.4,LK,807,548,0.6636510491371155,YOLO,"[1141.6267441309722, 472.96398995771324, 7333.751504902304]","[1.1416267441309722, 0.4729639899577132, 7.333751504902304]","[2309.799887928679, 1106.524058543679]",1.692820185874077,"[1613.263097367884, 1100.6534209931601]",1.9606999390589266,False
1661,900,648,0.7112407684326172,YOLO,977,622,0.6489376425743103,YOLO,"[-1134.3073614942737, 1489.5083436058696, 7998.176611679234]","[-1.1343073614942736, 1.4895083436058696, 7.998176611679234]","[1795.7891272769866, 1300.0779152971716]",0.06434680895636188,"[1954.3138635231655, 1245.211603239333]",0.06333329645249303,False
1662,899,648,0.4,LK,991,628,0.4911216497421264,YOLO,"[-1161.7726424409452, 1533.1475637239378, 8149.832001948593]","[-1.1617726424409451, 1.5331475637239378, 8.149832001948592]","[1794.5261063287403, 1303.0814826441197]",1.4635993108073828,"[1983.1651747942522, 1254.4711090557728]",1.4721678040282122,False
1666,832,646,0.6358705759048462,YOLO,1020,604,0.4857659637928009,YOLO,"[-1847.0596647791342, 1457.9421792211397, 8237.920861795981]","[-1.8470596647791342, 1.4579421792211398, 8.237920861795981]","[1653.4266117120624, 1285.3687838966364]",6.365905961887253,"[2038.4124234976782, 1220.48755903118]",6.065974864010542,False
1667,822,638,0.4,LK,1026,597,0.4,LK,"[-1952.1484764847044, 1384.2805271991217, 8276.588814819557]","[-1.9521484764847044, 1.3842805271991216, 8.276588814819558]","[1633.2980281482737, 1269.9040674963776]",6.031769156448622,"[2050.693376974424, 1205.730997590772]",5.723821865398817,False
1689,651,559,0.4728596210479736,YOLO,1142,530,0.5622443556785583,YOLO,"[-4075.955456957202, 674.361662275611, 9236.439461856777]","[-4.075955456957202, 0.674361662275611, 9.236439461856778]","[1278.3541752815293, 1120.0693553429185]",2.522520693946986,"[2285.659600435111, 1064.8323898011386]",2.2810000167802293,False
1690,644,559,0.4360018670558929,YOLO,1146,529,0.4,LK,"[-4173.41564741735, 672.8098600612814, 9273.781505087496]","[-4.173415647417349, 0.6728098600612814, 9.273781505087497]","[1263.266187707173, 1119.3359020849716]",3.07250917718759,"[2293.6965562603855, 1063.6796347894763]",2.7702235230454764,False
1710,538,596,0.4,LK,1221,563,0.529240071773529,YOLO,"[-5928.177619096324, 1290.4060203488964, 10145.962074855786]","[-5.928177619096323, 1.2904060203488963, 10.145962074855786]","[1031.2761345619426, 1206.1993673108664]",0.35225967585893775,"[2447.0235322421045, 1127.8680024492007]",0.3098982314161059,False
