(2.6110745078042727, 7.150094967231161, 0.40524127361280676),
(2.687313298876351, 7.3104215566171655, 0.39603978894519004),
(2.7645516888073045, 7.469454017425361, 0.38415163045777456),
(2.8427717107356876, 7.627193704620048, 0.3695878292638582),
(2.921955832196065, 7.783641792524515, 0.3523593146117632),
(3.002086937554944, 7.9387992713887146, 0.3324769233064582),
(3.0831483106515174, 8.092666944561804, 0.3099514089124558),
(3.1651236176454285, 8.245245426256515, 0.28479345073375123),
(3.247996890074476, 8.396535139891954, 0.2570136625664987),
(3.331752508125825, 8.546536317001106, 0.22662260122010752),
(3.416375184124913, 8.695248996688887, 0.19363077480248403),
(3.501849946246804, 8.842673025626217, 0.15804865076524613),
(3.5881621224552376, 8.98880805856511, 0.11988666370488602),
(3.6752973246750886, 9.133653559359432, 0.07915522291605842),
(3.7632414332043265, 9.277208802475482, 0.03586471969341683),
(3.8519805813719032, 9.419472874976215, -0.009974465621291402),
(3.941482984960263, 9.560474703838329, 0.013905689421250186),
(4.031730941503749, 9.700221338622445, 0.03496644789896485),
(4.122707261506787, 9.838719565704956, 0.0532194609094197),
(4.214395250398604, 9.975975902611365, 0.06867617641029465),
(4.3067786907442445, 10.111996592939441, 0.08134785101895572),
(4.399841824702324, 10.246787601869165, 0.09124556166479947),
(4.493569336720958, 10.38035461225649, 0.09838021709133064),
(4.587946336464379, 10.512703021307962, 0.10276256920408688),
(4.682958341963781, 10.643837937833036, 0.10440322425973421),
(4.778591262987014, 10.773764180070605, 0.1033126538909328),
(4.874831384622802, 10.90248627408583, 0.09950120596091863),
(4.971665351076237, 11.03000845273271, 0.09297911524116854),
(5.069080149673316, 11.156334655177245, 0.08375651390501956),
(5.1670630950733285, 11.281468526975107, 0.07184344182970011),
(5.265601813688874, 11.405413420696984, 0.05724985669890608),
(5.364684228314241, 11.528172397093721, 0.039985643897819195),
(5.464298542963781, 11.649748226792408, 0.0200606261923205),
(5.564433227922741, 11.770143392513503, -0.002515426815901365),
(5.665075417115059, 11.889363767528321, 0.013498851378884607),
(5.766211897714251, 12.007416547691538, 0.026729279471208393),
(5.867829838287635, 12.124308593504756, 0.03718634405019694),
(5.96991677284474, 12.240046428399458, 0.04488037262292484),
(6.0724605851140705, 12.354636237558454, 0.04982154517176256),
(6.175449493042312, 12.468083867277421, 0.05201990557090583),
(6.278872033511152, 12.58039482486738, 0.05148537285424952),
(6.3827170472680415, 12.691574279097967, 0.04822775232603028),
(6.486973664068307, 12.801627061180373, 0.04225674650501779),
(6.591631288027069, 12.910557666287533, 0.033581965892491565),
(6.696679583180496, 13.018370255607907, 0.022212939553803795),
(6.80210845925687, 13.125068658927788, 0.008159125503003706),
(6.907908057658892, 13.230656377735563, -0.008570079120212739),
(7.0140680897067345, 13.335138576237531, 0.002753168683540863),
(7.120577847450885, 13.43852220077798, 0.011311784178936243),
(7.227426922936201, 13.54081383080633, 0.017115584386052735),
(7.334605193641711, 13.642019679362507, 0.020174254026615133),
(7.442102808139258, 13.742145594089646, 0.020497357029653836),
(7.549910171967809, 13.841197058776771, 0.018094347891233684),
(7.658017933721402, 13.939179195432718, 0.012974582877121155),
(7.766416971349688, 14.036096766890955, 0.005147331056648994),
(7.875098378671087, 14.131954179943284, -0.005378214844447313),
(7.984053212060738, 14.226756415331405, 0.0004564791791554449),
(8.093272317668395, 14.320509771296873, 0.0035464127069964593),
(8.202746782083814, 14.41322016789878, 0.0039009227909033027),
(8.312467918817383, 14.504893149216372, 0.001529241264796333),
(8.422427254996773, 14.595533886081386, -0.0035594939111608347),
(8.532616495137924, 14.685147282748689, -0.0016307645857829409),
(8.643027265442194, 14.77373911369566, -0.002433454315794078),
